Driver,Team,Year,GrandPrix,LapNumber,LapTimeSeconds,Compound,TyreLife,Stint,TrackStatus,IsPersonalBest,AirTemp,TrackTemp,Humidity,WindSpeed,Rainfall
ALB,Williams,2023,Monaco,61.0,101.209,INTERMEDIATE,9.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,69.0,94.087,INTERMEDIATE,17.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,53.0,96.281,INTERMEDIATE,1.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,76.0,86.764,INTERMEDIATE,24.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,64.0,97.428,INTERMEDIATE,12.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,62.0,99.897,INTERMEDIATE,10.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,66.0,94.016,INTERMEDIATE,14.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,54.0,98.297,INTERMEDIATE,2.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,75.0,87.197,INTERMEDIATE,23.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,58.0,106.101,INTERMEDIATE,6.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,55.0,105.721,INTERMEDIATE,3.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,65.0,95.42,INTERMEDIATE,13.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,68.0,93.322,INTERMEDIATE,16.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,56.0,104.909,INTERMEDIATE,4.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,57.0,102.2,INTERMEDIATE,5.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,73.0,92.141,INTERMEDIATE,21.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,70.0,90.63,INTERMEDIATE,18.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,74.0,88.241,INTERMEDIATE,22.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,71.0,89.729,INTERMEDIATE,19.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,77.0,87.816,INTERMEDIATE,25.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,60.0,115.401,INTERMEDIATE,8.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,63.0,98.649,INTERMEDIATE,11.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,67.0,93.223,INTERMEDIATE,15.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,72.0,89.217,INTERMEDIATE,20.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,59.0,103.133,INTERMEDIATE,7.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,1.0,94.616,MEDIUM,1.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,2.0,80.977,MEDIUM,2.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,9.0,79.293,MEDIUM,9.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,6.0,79.165,MEDIUM,6.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,4.0,80.276,MEDIUM,4.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,14.0,80.259,MEDIUM,14.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,17.0,80.624,MEDIUM,17.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,16.0,80.443,MEDIUM,16.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,12.0,80.31,MEDIUM,12.0,1.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,3.0,80.703,MEDIUM,3.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,10.0,79.338,MEDIUM,10.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,18.0,98.414,MEDIUM,18.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,5.0,79.967,MEDIUM,5.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,13.0,79.885,MEDIUM,13.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,8.0,78.796,MEDIUM,8.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,11.0,79.278,MEDIUM,11.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,15.0,80.892,MEDIUM,15.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALB,Williams,2023,Monaco,7.0,79.055,MEDIUM,7.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,20.0,77.13,HARD,21.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,50.0,77.408,HARD,51.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,49.0,76.992,HARD,50.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,13.0,78.443,HARD,14.0,1.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,45.0,76.862,HARD,46.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,6.0,77.952,HARD,7.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,18.0,77.528,HARD,19.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,53.0,90.862,HARD,54.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,4.0,78.776,HARD,5.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,33.0,77.816,HARD,34.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,14.0,77.508,HARD,15.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,9.0,77.783,HARD,10.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,27.0,77.228,HARD,28.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,7.0,77.505,HARD,8.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,35.0,78.634,HARD,36.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,5.0,77.939,HARD,6.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,38.0,77.141,HARD,39.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,25.0,77.182,HARD,26.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,46.0,77.114,HARD,47.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,34.0,79.297,HARD,35.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,51.0,79.991,HARD,52.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,16.0,77.17,HARD,17.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,10.0,77.324,HARD,11.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,17.0,77.699,HARD,18.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,31.0,77.259,HARD,32.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,37.0,77.974,HARD,38.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,26.0,77.141,HARD,27.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,12.0,77.588,HARD,13.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,1.0,85.527,HARD,2.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,48.0,76.931,HARD,49.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,28.0,77.562,HARD,29.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,32.0,77.637,HARD,33.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,41.0,77.016,HARD,42.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,30.0,76.965,HARD,31.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,47.0,77.108,HARD,48.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,2.0,79.646,HARD,3.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,22.0,77.947,HARD,23.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,3.0,79.113,HARD,4.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,42.0,76.719,HARD,43.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,40.0,77.63,HARD,41.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,71.0,91.057,INTERMEDIATE,16.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,65.0,97.64,INTERMEDIATE,10.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,56.0,108.531,INTERMEDIATE,1.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,64.0,98.135,INTERMEDIATE,9.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,73.0,90.346,INTERMEDIATE,18.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,68.0,92.841,INTERMEDIATE,13.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,57.0,102.581,INTERMEDIATE,2.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,69.0,93.864,INTERMEDIATE,14.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,61.0,102.727,INTERMEDIATE,6.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,58.0,101.267,INTERMEDIATE,3.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,67.0,93.205,INTERMEDIATE,12.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,76.0,86.931,INTERMEDIATE,21.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,59.0,100.897,INTERMEDIATE,4.0,3.0,21,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,60.0,100.638,INTERMEDIATE,5.0,3.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,74.0,87.245,INTERMEDIATE,19.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,72.0,89.419,INTERMEDIATE,17.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,77.0,84.701,INTERMEDIATE,22.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,78.0,85.668,INTERMEDIATE,23.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,63.0,99.671,INTERMEDIATE,8.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,66.0,96.332,INTERMEDIATE,11.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,70.0,91.23,INTERMEDIATE,15.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,75.0,85.7,INTERMEDIATE,20.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,62.0,100.467,INTERMEDIATE,7.0,3.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
ALO,Aston Martin,2023,Monaco,55.0,126.635,MEDIUM,2.0,2.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,44.0,78.606,HARD,44.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,41.0,78.706,HARD,41.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,47.0,78.343,HARD,47.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,13.0,79.511,HARD,13.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,25.0,80.203,HARD,25.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,32.0,79.47,HARD,32.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,18.0,78.764,HARD,18.0,1.0,1,True,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,33.0,78.655,HARD,33.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,4.0,80.341,HARD,4.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,31.0,79.021,HARD,31.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,14.0,80.067,HARD,14.0,1.0,12,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,9.0,79.007,HARD,9.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,50.0,79.704,HARD,50.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,7.0,79.167,HARD,7.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,48.0,78.151,HARD,48.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,5.0,80.022,HARD,5.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,37.0,79.112,HARD,37.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,34.0,80.226,HARD,34.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,20.0,78.024,HARD,20.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,49.0,78.383,HARD,49.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
BOT,Alfa Romeo,2023,Monaco,16.0,80.48,HARD,16.0,1.0,1,False,25.06590909090909,39.25568181818182,45.86363636363637,1.005681818181818,0.1477272727272727
